Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year
Saint Clair Estate Selection Sauvignon Blanc 2018 Marlborough,New Zealand,White,Fruity ,Sauvignon Blanc,DRY,"Marlborough is the New World's most famous Sauvignon region. Saint Clair is one of its leading producers. In fact, it was previously crowned 'New World Producer of the Year'! You'll taste why in expertly layered flavours of gooseberry, passion fruit and a dusting of herbs.",12.99,"IWC 2019 - Commended Award, IWC 2018 - Bronze Award",12.5,75.0,433,2018
Domaine Saint Ferréol Viognier Grande Réserve 2015 Pays d'Oc,France,White,Rich ,Viognier,DRY,"Wine has been produced at Ch. Saint Ferreol since 1146. Since 2000 the property has been owned by Jorje Maslakiewicz who is gaining a reputation for making the best viognier in the Languedoc. His wines are reminiscent of Condrieu but come without the Condrieu price tag. A bright straw colour with complex aromas of peach and honeysuckle. The palate has flavours of peach, apricot and spice. Enjoy with white meats such as turkey or pork as well as with spicy Indian and Asian dishes.",17.99,,13.0,75.0,435,2015
Duque de Cantos Rioja,,Red,Smooth ,Rioja,LIGHT,Bright and fresh with intense red fruit flavours reminiscent of strawberries and redcurrants followed by notes of spice and liqourice.,7.99,,13.5,75.0,437,Unknown
Vinalba Malbec Bonarda 2018,Argentina,Red,Big ,"Malbec, Bonarda",FULL,Vinalba are one of our and our customer's favourite Argentinean wineries. The latest addition to the range is a perfect and rich balance between Malbec and Bonarda with fresh cherry flavours and floral notes.,9.99,"Decanter 2019 - Commended Award, IWC 2018 - Silver Award, Decanter 2018 - Gold Award",14.0,75.0,439,2018
"Châteauneuf-du-Pape 2017, Léon Perdigal",France,Red,Big ,"Syrah, Grenache, Cinsault",MEDIUM,"From one of our favourite Rhone producers this is rich and heady with intense flavours of red plums and bramble followed by notes of pepper, thyme and liquorice on the long, silky smooth finish.",24.99,,14.5,75.0,440,2017
Rioja Reserva Imperial 2015 CVNE,Spain,Red,Smooth ,Rioja,FULL,"Compañía Vinícola del Norte de España, CVNE, was founded in 1879 in Haro, Rioja. Named Imperial because it was originally exported to the UK in imperial pint sized bottles, this is one of the best Rioja Reservas around. Fine garnet colour with terracotta tinge. Vanilla notes on the nose, with sloes, mulberries and spice. Stewed currant fruit on the palate, dry and elegant with great richness and a fine long finish. Drink with slow-cooked lamb. Decant before serving.",24.99,Decanter 2017 - Gold Award,14.0,75.0,441,2015
Waimea Estate Elara Oaked Sauvignon Blanc 2018,New Zealand,White,Fruity ,Sauvignon Blanc,DRY,"Whilst Bordeaux and Californian whites are often oaked, it's rare to find a reasonably priced New World example. Cloudy Bay and Dog Point are best-known, but rarely drop below £20. Which is why the Elara is so special. Undergoing a gentle 'Burgundian-style' bâtonnage and matured in new oak - it's a stunningly elegant white. Don't expect a wallop of woody flavour, like the best wines the impact is subtle. You'll quickly find the slight creaminess and hints of vanilla and almond sit neatly atop the plump palette of ripe stone fruit and blackcurrant leaf.",11.99,,13.0,75.0,442,2018
"Lâchez-Vous Grenache-Syrah, 2017",,Red,Fruity ,"Syrah, Grenache",MEDIUM,"Cutting through the red tape of French wine laws, this is a modern blend of the very best parcels of Grenache and Syrah from across France. With lashings of juicy raspberry, strawberry and sweet spice, Lâchez-Vous or ""Cut Loose"" is an homage to the rebellious free-spirited winemaking of the Languedoc. A wine for those not afraid to challenge the status-quo. Great with pretty much everything...except fish. It's awful with fish. The nose displays mostly fresh red and blue berries notes with a hint of spices, peppermint, underlined by sandalwood. Enjoy alongside a meat filled charcuterie or vegetable stew.",9.99,,13.5,75.0,446,2017
Miss Lucy Sauvignon Pinot Gris,South Africa,White,Fruity ,Sauvignon Blanc,DRY,Crisp and fresh citrus flavours of grapefruit are to the fore in the elegant and fresh wine. A perfect match for seafood the fruitiness gives way to a fine mineral finish.,19.99,,12.5,75.0,448,Unknown
"Waimea Estate Albariño 2018, Nelson",New Zealand,White,Fruity ,Albariño,DRY,"The Waimea takes best of Spanish Albariño and adds an extra level of New Zealand exuberance. Lifted aromas of white peach, orange blossom and ocean spray spill from the glass. They are matched by fresh, vibrant acidity with ripe stone fruit and citrus peel before a chalky minerality at the finish.",12.99,,13.0,75.0,449,2018
Catena Alta Chardonnay 2018 Mendoza,Argentina,White,Rich ,Chardonnay,DRY,"Catena sources fruit from the best vineyard rows for the Catena Alta wines. This Chardonnay hails from the Adrianna vineyard, located 1,500 metres above sea level, with shallow sandy, rocky soils. Bursting with fruit and minerality. Tropical mango and pineapple alongside ripe pear and fig flavours. Notes of sweet spice enhances the rich palate and finishes with great freshness and a long length. A classy wine deserves classy food. Try with lobster or duck à l'orange.",26.0,,13.5,75.0,452,2018
Muscadet 2018 Jean Sablenay,France,White,Crisp ,Melon de Bourgogne,DRY,"Muscadet comes from the area around the city of Nantes, where the Loire Valley region nears the Atlantic coast, and has therefore developed a famous association with seafood. This example is made by Lacheteau, a family winery based in nearby Anjou. Clean, crisp and refreshing, this classic Muscadet has a backbone of lemon and lime flavour with a hint of minerality, fresh acidity and a delicately herbaceous edge. At its best with simple white fish and seafood dishes. Try with smoked haddock.",9.49,,11.5,75.0,453,2018
Cuvée Sainte Geneviève Rouge VdF,France,Red,Fruity ,"Grenache, Carignan",LIGHT,"This wine is made from grapes sourced from a number of growers, and vinified at Caves de Landiras, a state-of-the-art winery at the heart of the winemaking scene for many small vaineyards in the south and southwest corners of France. Supple and inviting, this wine blends the soft and jammy raspberry fruit of ripe Grenache with the firming influences of Carignan's blackberry flavours and robust tannin. Light-to medium-bodied, this wine will partner with anything from cold cuts to flavoursome pasta dishes.",6.99,,12.5,75.0,454,Unknown
Last Batch Shiraz,Australia,Red,Big ,Shiraz,MEDIUM,"There's nothing that comes close to the big, bold, and bramble-packed Aussie Shiraz. It's what put the country on the wine-world map. Bursting with plum, spice, mocha and a velvet-smooth finish, this is a prime example of just why.",8.99,,14.5,75.0,455,Unknown
Zingo Malbec Rosé 2018,France,Rose,,Malbec,DRY,"Hop on a trip and take off like a Zingo! Enjoy this exuberant and refreshing Malbec rosé, it is as colourful as the Flamingos. Full of aromas of sun-ripened strawberry and raspberry and enhanced by light peppery hints, it will take you on an intense and elegant journey in the South of France! An explosion of aromas and fruity flavours packed into a funky and attractive packaging. Its transparent bottle shows its wonderful bright pink colour, and its label, well it speaks for itself doesn't it ? Full of sun-ripened strawberry and raspberry flavours, enhanced by the light hints of pepper. This wine pairs well with any light chicken, fish or salad dishes. Alternatively just drink it on a summers day!",9.99,,13.0,75.0,457,2018
Errazuriz Sauvignon Blanc 2017 Casablanca Valley,Chile,White,Fruity ,Sauvignon Blanc,DRY,"This cool-climate Sauvignon Blanc from Errazuriz comes from the Casablanca Valley, which is heavily moderated by its close proximity to the Pacific Ocean and benefiting from cool air and morning fogs. This wine is a classic example of a clean modern cool climate Sauvignon Blanc. It displays aromas of gooseberries and guava on the nose and is dry yet fruity on the palate. Enjoy with barbecued king prawns with a citrus twist.",9.99,"IWC 2018 - Bronze Award, IWC 2017 - Bronze Award, Decanter 2017 - Silver Award",13.5,75.0,458,2017
Nettie Zinfandel 2017,,Red,Big ,Zinfandel,MEDIUM,"The Nettie is a classic style of Californian Zinfandel. Bright red fruit flavours reminscent of raspberry and redcurrant are followed by notes of spice and liquorice. Full bodied with a more rounded, subtle texture. Flavours of ripe plum and cherries with aromas of liquorice, toast and spiced oak. We recommend that you try this with a variety of red meats, delightful roast duck or even dark chocolate at dessert time.",9.99,,14.5,75.0,459,2017
Austrian Hills Gruner Veltliner,Austria,White,Crisp ,Gruner Veltliner,DRY,"Grüner Veltliner has been believed to date back to Roman times, with its name being derived from Veltlin in northern Italy, though ampelographers and wine historians have yet to find a link between the grape and the Italian commune.The grape is likely indigenous to Austria.",11.99,,12.5,75.0,460,Unknown
Main Divide Pinot Noir,,Red,Fruity ,Pinot Noir,LIGHT,"It is bright ruby in appearance with complex aromas of red and dark fruits, such as raspberries, blackberries, black cherries and purple plums. Layered beneath this are hints of chocolate, vanilla and spice. On the palate it is rich and powerful, with ripe and velvety tannins adding a satisfying mouth feel. This season's smaller crop has resulted in a wine with excellent concentration, structure and length.",19.99,,14.0,75.0,461,Unknown
Bourgogne Chardonnay 2013 Domaine Jomain,France,White,Rich ,Chardonnay,DRY,"A parcel from the respected Domaine Jomain, this white Burgundy comes exclusively from vines bordering the appellation of Puligny-Montrachet imparting a real elegance and minerality to the wine. A bright and fruity nose. Toasty oak, a fresh citrus tang, and hints of vanilla and flora. The slightly buttery texture on the palate goes on to a long, complex finish. Very approachable in its youth, but will reward a year or two of bottle age. A good partner to scallops.",16.99,,13.0,75.0,464,2013
"The Lodge Hill Riesling 2018 Jim Barry, Clare Valley",Australia,White,Crisp ,Riesling,DRY,"The late Jim Barry was one of the pioneers of winemaking in the Clare Valley. Purchased by Jim Barry in 1977, The Lodge Hill vineyard is one of the higher sites in the area, making it relatively cool and ideal for producing the steely style of Riesling typical of Clare. Straw coloured with green hues. Rich and lifted aromas of citrus fruit, nectarine and kumquat. Firm, zingy natural acidity on the palate, supporting flavours of white peach and mandarin orange. Enjoy with seared scallops or Oysters Kirkpatrick.",12.99,,12.5,75.0,465,2018
Casillero del Diablo Cabernet Sauvignon 2017,Chile,Red,Smooth ,Cabernet Sauvignon,MEDIUM,"Whilst the 'devil' that inspired the name behind this famous red was a winemaker's invention to scare off cellar thieves - it clearly didn't do enough to ward off British taste buds. Now a national favourite, its a quintessential Chilean Cab and its silky red-fruit flavours are hard to beat!",8.99,,13.5,75.0,467,2017
"Nikau Point Single Vineyard Sauvignon Blanc 2018, Marlborough",New Zealand,White,Fruity ,Sauvignon Blanc,DRY,"This single-vineyard Marlborough Sauvignon Is made from a specific spot handpicked by Matt Thompson, an 'International Winemaker of the Year'. Matt chose this vineyard due to its cool climate, and it has crafted an elegant, mineral white with notes of citrus and tropical fruit.",12.99,,12.5,75.0,468,2018
Thunderchild Bordeaux Blend,South Africa,Red,Big ,"Cabernet Sauvignon, Merlot, Cabernet Franc",MEDIUM,"Thunderchild Bordeaux Blend boasts a rich palate of red berries and ripe plum with a sophisticated savoury undertone, delivered through well-integrated tannins. In true Bordeaux blend style, this is a natural partner for rich foods.",17.99,,14.0,75.0,471,Unknown
Chalk Bay Pinot Noir 2018,New Zealand,Red,Fruity ,Pinot Noir,LIGHT,"Cherry red with a murky brown hue. A hint of Dark fruit, smoky & truffle.",10.99,,14.0,75.0,473,2018
Rioja Reserva 2014 Marqués de Cáceres,Spain,Red,Smooth ,Rioja,MEDIUM,"Located in Cenicero, in the heart of Rioja Alta, Cáceres was founded Enrique Forner in the late 1960s. Produced only in vintages classed as Very Good or Excellent when Tempranillo is at its expressive best, the Reserva is aged for 22 months in oak and 24 months in bottle. A dense bouquet of toasted aromas, red and black berries, luscious fruits and spices with a rich, layered body of spicy black fruits and succulent red fruits with integrated tannins, fresh acidity. Enjoy over the next six years, if you can resist it, with roast lamb, venison or game birds.",15.99,IWC 2017 - Silver Award,14.0,75.0,476,2014
